id|x|y
29527|118.311817393|34.3747259155
29528|118.314218799|34.374737247
29529|119.433571323|31.7338487999
29530|119.43226175|31.7288850132
29531|119.433485736|31.7304751635
29532|119.478076404|31.7410601771
29533|119.428691149|31.7287220096
29534|119.349950579|31.6521470128
29535|119.408427857|31.7309467834
29536|119.599510964|31.7261197265
29537|119.592408801|31.7251139075
29538|119.59242399|31.724035369
29539|119.897695695|31.3231450993
29540|120.468629592|31.9538824899
29541|119.221623996|33.8194869814
29542|119.224375375|33.8197040513
29543|120.699558403|32.0632767031
29544|121.037617236|32.0854017894
29545|119.829297529|33.4883056885
29546|119.827020763|33.5041318076
29547|119.767118798|33.4980663656
29548|119.767012264|33.4975429764
29549|119.76689441|33.4969639675
29550|119.766763208|33.4963194073
29551|120.620820117|33.2565199877
29552|118.966149634|32.1149995339
49553|118.97112825|32.1159778937
50647|118.932239083|32.1080668559
51919|118.719772948|31.9542359045
51921|118.757628184|31.9824746906
51922|118.641541775|32.0635053379
51923|119.937132518|32.4772893849
51924|119.930889273|32.4701589823
55085|119.940315835|32.4694782218
56285|119.941886615|32.4711504244
459|120.516909927|31.9002985139
460|120.387404463|32.8519759946
461|120.384010641|32.8502282533
3483|119.444494813|31.7897698065
3484|119.253736157|33.7816790475
3485|119.253548294|33.778066121
3486|119.268392562|33.803145824
3487|119.266564545|33.7987527958
20593|119.231027381|33.7646283128
20603|119.234155309|33.7647706158
20615|120.731088913|31.6349304171
20633|120.535404331|31.9127781446
20653|119.659164007|31.5850712916
20657|120.794865406|31.6572480648
21398|120.850838854|31.7204996892
21399|120.721193582|33.2145448607
31157|120.732811582|33.217972826
31158|120.883054407|32.7646864284
31159|120.846451747|32.7483426938
31160|120.824714694|32.7632079537
31161|120.848523107|32.7502973161
31162|120.286584902|32.9099378603
31163|120.303558511|32.9016859115
31164|120.307366039|32.8897958523
31165|120.438663887|32.8651149534
31166|120.435020288|32.8598375512
31167|120.435020288|32.8598375512
31168|120.278028447|33.7929007253
31169|120.235152805|34.035373562
31170|121.43179032|32.1043069964
31171|121.429706486|32.0553784138
31172|119.054149535|31.65135277
31173|119.057812602|31.6531951839
31174|119.059764218|31.653639166
31175|120.034921934|32.1562265243
31176|120.032210496|32.1864804584
31177|120.035734023|32.1878322453
31178|120.032602661|32.1848117666
32470|120.036049924|32.1858700634
32471|120.03661285|32.1838982743
37564|120.029303547|32.1981331882
37565|120.036669794|32.1538408434
37566|118.131805585|33.4253052379
47984|119.989261357|33.561120565
49826|119.825794248|33.4873324989
49896|119.845363085|33.4800372811
56286|119.843452319|33.4801671233
20246|119.841379674|33.4830490005
20248|119.827946498|33.5020984434
20534|119.828951352|33.5020992158
20537|119.827032506|33.5015420717
20556|119.827031551|33.5020970188
21087|119.831600616|33.5007744654
22624|119.833592298|33.5001491769
22625|119.843611491|33.5085436794
37502|119.807870037|33.5067732077
37598|119.901329673|33.5453817218
37599|119.903260045|33.54443279
37600|119.998996672|31.8062415649
37601|120.000848385|31.8065747421
37602|120.57765869|32.3713053129
37603|119.872153237|32.5636847649
1530|119.741771029|31.4874630836
1531|119.745348296|31.4869228983
1532|119.743162369|31.48798691
1533|120.091429567|33.4165357055
21123|120.090089109|33.4164136878
21142|120.088701301|33.4162873672
21143|120.169926016|33.4703292905
21436|120.168493909|33.4697285004
21437|119.431975399|32.8386309699
30410|120.081609657|33.3052444349
30411|120.08424814|33.3089115742
30412|119.861059902|33.23765991
34340|119.86033238|33.2376801113
34341|120.074674701|33.2889664862
37593|119.532993595|31.9688551406
37594|119.704746756|31.987613295
37595|119.737681652|31.9961075928
41480|119.6623527|31.9476501603
23757|119.651290859|31.9495023677
23758|119.750818815|31.9163769982
23759|119.730132701|31.9346904214
23760|119.584121982|31.893647908
23761|119.727002446|32.0757718693
25486|119.714483522|32.1271392717
25487|119.786421233|32.0506817831
29310|119.73272293|32.0736082501
29311|119.811042399|32.0778565567
29312|119.699051101|32.1274842383
29313|119.852018906|32.087250157
29314|119.79810991|32.0734235724
42876|119.52032537|32.0110631412
42880|119.532535446|31.9719687133
42881|119.533524248|31.9669191183
42882|120.61485761|31.2632004749
42883|120.541920686|31.208013574
42884|120.386216547|31.221882536
42885|120.381095706|31.2201142486
42886|120.527195433|31.2658085343
49657|120.480952816|31.2246584089
49658|120.417564396|31.0777166185
49659|120.417455542|31.3040318906
49660|120.422532039|31.2889209242
49661|120.566453129|31.3817503583
49662|120.62412045|31.4242546557
49663|120.649175809|31.4133742482
49666|120.573136364|31.2740972403
49711|120.504999471|31.3791755409
49712|120.504404943|31.3740236002
49789|120.469891111|31.33049641
49790|120.470698279|31.3858377518
49791|120.461644715|31.3686975321
49792|119.996003607|31.4463893683
49793|119.997133552|31.4455253054
49824|119.245958747|32.2504539896
49825|119.246637522|32.2519607024
49895|119.249604195|32.2522553712
457|119.328420889|32.3267919292
458|119.282150583|32.4243311933
20651|119.28276572|32.4241056514
20688|119.147525658|32.3183713045
20689|116.810168411|34.627065656
20690|119.081656374|33.846734105
20691|121.045464331|32.0797303947
20692|120.437023903|33.8332066328
20693|120.440856097|33.8332907002
21891|120.940758308|32.1187493911
29274|120.941269734|32.1188325147
29368|121.094146584|31.6886207667
29369|121.100933439|31.6902199157
29370|121.093489678|31.6851830658
29371|121.045388904|31.4777432649
29372|121.041466544|31.4911187644
29373|121.050779693|31.4847172787
29374|121.046908211|31.4867821713
32867|121.092357431|32.073714378
32868|120.472119755|31.4630438886
48822|120.252011895|31.4711694299
48823|120.246754518|31.4644492182
48824|120.483879243|32.6110988393
48825|120.514234035|32.6144569635
48826|120.510711226|32.6153680866
48827|120.513697937|32.615940105
48828|120.602248028|32.6155028267
48829|120.507849778|32.6294867306
48830|120.532062544|32.613926807
48832|120.522694501|32.615737826
48833|120.497289586|32.6059195494
48834|120.47896708|32.6130095061
48835|120.517335075|32.598265623
48836|120.477209517|32.6125970152
48837|120.601426081|32.6035449081
48838|120.603896033|32.6101806822
48839|120.603719724|32.6097201621
48923|120.512231152|32.6153239409
48924|120.60600881|32.6108199339
49522|120.469185711|32.6211411328
10715|120.516053253|32.5971992043
10717|120.522930838|32.5923268481
10719|120.500602151|32.6081722853
19871|120.532451726|32.6119538598
19880|120.330395477|33.800184215
19881|120.331786087|33.8001484223
19888|120.646111736|31.5339530062
20694|120.644936|31.533163669
20695|120.796361022|31.8035824819
20766|120.696942195|31.6945255651
20767|118.595789671|33.1866973039
20768|118.757505033|33.1019174414
20769|118.881777187|33.2986073902
20770|118.878654739|33.2890889498
20771|118.879090612|33.2912032176
20772|118.83563706|33.2815112283
20773|119.857958735|32.3957937403
20774|119.860963416|32.3959065917
20778|120.34015461|32.8186290547
20805|119.481630028|32.829196951
20806|119.263309046|32.726888807
20807|120.02485298|31.7214795769
20808|120.12614163|31.7122235184
20809|120.126314677|31.712868398
20810|120.7842212|32.0556392506
20811|120.919058635|32.0233980995
20812|120.640640566|31.1090287586
20813|120.789425491|31.0419927292
20816|120.78991158|31.0243764761
20817|120.796329985|31.0501824989
20818|120.773498611|31.0359471
20819|120.792012792|31.0146300928
20820|120.783932054|31.0264990942
20821|120.806223837|31.0205380564
20822|120.667690272|31.0035885925
20823|120.373365248|30.933558636
20824|120.373515777|30.9333100147
20825|120.370943648|30.9338728991
20829|120.370743356|30.933777727
20830|120.247770764|32.6166193097
20831|120.517588097|32.6177406943
20832|119.901762697|32.3857250276
20833|119.904482225|32.3859892821
20834|119.546981527|31.7761373992
21397|119.518139269|31.7236650707
22966|119.571459451|31.7553940507
23557|119.547558549|31.7688233966
29151|119.551483054|31.766888397
29153|119.55121891|31.7651529677
41338|119.475260659|32.1902109802
54812|119.439340467|32.1311004628
54813|119.48295524|32.1166666545
54814|119.450987461|32.200392321
6019|119.377486742|32.2001977758
14043|119.463779427|32.1774038614
17169|119.376126001|32.1741953584
17170|119.378268343|32.1740487935
17171|119.404430817|32.1884921152
17172|119.428498844|32.1984518686
17173|119.432731148|32.1233469819
17174|119.29779022|32.0647982905
17175|119.316860952|31.9231890655
17177|118.999621775|31.8153787535
17178|119.000257155|31.8149922106
17179|119.001185647|31.814580325
17180|119.000493195|31.8130399003
17181|119.034638991|32.1186718981
17182|119.036878063|32.1193743118
17183|119.037504471|32.1197814816
17184|119.024896313|32.1224141569
17185|119.089380413|32.1450700424
17186|119.089065384|32.1439171138
17187|119.089757749|32.1447114212
17188|119.090045417|32.1428543709
19995|119.088219076|32.1417738607
20714|119.105355095|32.013012415
20715|119.130746617|31.9862520961
20725|119.131311186|31.9855990234
20736|119.016100417|32.1199554893
20743|119.017827882|32.1205996088
20747|119.270280622|31.8156297617
20750|119.27031075|31.815541602
20753|119.27068836|31.815211131
20756|119.271407634|31.815262197
20759|119.271967943|31.8148377509
20762|120.234365927|33.5544757364
21669|119.196475093|34.9759975473
21680|119.195291139|34.9753548465
49334|119.192801963|34.9755283161
49464|119.18973518|34.9750993359
1527|119.186388223|34.9723716637
1528|119.190121015|34.9733438503
20954|119.192412836|34.9731091911
21137|119.19212921|34.9714000672
21138|119.191018426|34.968487381
21139|119.192664635|34.966447248
21140|119.190569774|34.9668186892
21337|119.188453552|34.967824975
21338|119.187913208|34.965358335
21339|119.187164671|34.9625018019
21340|119.19185946|34.962262331
21341|119.19062618|34.9589394902
21343|119.187274656|34.957785501
29272|119.189410415|34.9570620457
29273|119.188812356|34.9550321595
44438|119.186931672|34.9528533144
44439|119.189214087|34.9524652137
44440|120.033590275|32.1556479908
44441|120.030955406|32.1581438372
44442|120.034921934|32.1562265243
44443|120.052191392|32.1626679557
44444|120.052523564|32.1558652421
44445|120.023269015|32.2340904943
44446|120.025207299|32.2327624876
44447|119.160443189|33.5345007944
44448|119.180352384|33.5330712212
44449|119.184122459|33.5341082083
44450|119.138886632|33.5464521759
456|119.190277406|33.5304698458
20826|119.155093836|33.540808454
20835|119.143263441|33.5465134232
37577|119.257732374|33.7543209664
37578|119.453422685|33.465314044
37579|119.022345903|33.4649619725
37580|119.027236568|33.4544351478
37581|119.050417565|33.6030524835
37582|119.047400505|33.6018089528
37583|119.066532909|33.5904875158
37584|118.986444873|33.594323708
37585|119.076788781|33.5843539588
37589|119.080252888|33.5875329312
37590|119.0882889|33.5727799677
37591|119.070041796|33.5795647274
37592|119.031165296|33.5935995154
37593|119.020536354|33.572161528
37594|118.987591435|33.5612426249
37595|119.105877225|33.5456987934
37596|119.108436959|33.5587348
37597|119.660040108|31.3888401864
37598|121.706131788|31.7867061751
37599|121.705940701|31.7874886013
37600|121.706754009|31.7864028512
39897|120.498952306|32.6161945346
39898|120.483876599|32.6115499737
41459|120.494370803|32.6199107895
41495|120.485085479|32.6090237556
41496|120.501024771|32.6160936343
41497|120.501678079|32.6124413728
41498|120.132582844|33.3207167052
41499|120.1070579|33.3345409629
41500|119.203374649|32.1000840731
49788|119.201872031|32.0976477885
55893|119.200716471|32.0957741111
55895|119.182586123|32.0902168334
55896|119.268382115|32.0595917329
55897|119.268382065|32.0595917605
55898|119.155415461|31.9815964178
55899|119.13159267|31.9403949904
55900|119.130076891|31.9401793455
55901|119.131323362|31.9393287859
55902|121.613992072|31.8138424583
55903|121.477422566|31.8239747324
55904|119.252987058|33.0858375643
55906|121.103505032|31.7873161798
55907|121.078387304|31.8047302983
55908|121.102516537|31.8394904801
55909|120.581962699|32.4069726238
55910|120.543325905|32.3997547731
55911|120.56093742|32.3502845747
55912|120.535269969|32.3584353896
55913|120.5327706|32.359645848
55914|120.534094734|32.3601504366
55915|120.536114235|32.3572032857
55917|120.504215073|32.6004829885
55918|120.527268968|32.60778143
55919|120.32520203|32.0069667917
3442|120.38161081|32.0505668333
3443|120.196076879|31.9530305035
3444|120.199749997|31.9524354184
19992|119.651851772|34.4848574271
19993|119.651172591|34.4833160429
19994|119.65042827|34.481626766
19996|119.649760366|34.4801108566
19997|119.649094017|34.4785984098
19998|119.648395765|34.477013499
20588|119.657418586|34.4833409869
21857|119.656472799|34.4817496426
21868|119.655523463|34.4794796244
25120|119.654490611|34.4768259434
25330|119.656940863|34.4763805556
32462|119.661428423|34.4831836971
42874|119.660034793|34.4807841647
42875|119.65907738|34.4784824075
42877|119.658978934|34.4759541633
42878|119.664871345|34.4819865064
42879|119.663637511|34.4796987033
42887|119.662730515|34.477411748
42888|119.660977905|34.4754641038
49516|119.66329986|34.4748097981
49517|119.652270303|34.4858072385
49665|119.647124722|34.4740349079
50663|119.659006672|34.4702917341
50664|119.6665732|34.4683399126
50665|116.916036311|34.7653341186
50666|119.532717266|31.7344903459
20452|119.532991692|31.7319808578
20454|120.953230503|31.6646212336
20590|119.672172078|31.5576261081
21047|119.930233856|31.4896778452
21048|119.931872839|31.4904095222
21049|120.246527558|34.0832943684
21050|119.012975248|31.6431022735
21051|119.010274816|31.6856781013
21115|121.027540466|32.5513274412
21120|121.684810316|31.7643674849
21121|121.678877364|31.8000460033
25484|120.618854074|31.7735357168
34337|120.663686704|31.7743172075
34338|120.478336756|31.9664584711
34339|120.790436981|31.0492802011
37591|120.771459032|31.0978161779
37592|120.862044925|31.0463690228
3424|120.297629266|33.345169139
3441|120.298142705|33.3420546393
20287|120.239321447|33.3492403802
20972|120.260310576|33.3770074403
20973|120.250986279|33.3605124507
21124|120.399022939|32.8719338666
21825|120.483034904|32.5649264178
21836|120.450676891|32.5783776492
21846|120.3940517|32.5044842644
21879|120.405943467|32.5043657799
29303|120.696401591|32.6439727389
29304|120.692127497|32.610556381
29305|120.692908265|32.6105521274
29306|120.538335752|32.8949708737
29307|120.382600821|32.7280973989
29362|120.92031401|32.6380682687
29363|120.918816791|32.6376924119
44596|120.917285304|32.637305047
44597|120.919120953|32.6356770203
44598|120.917589494|32.6352896594
56280|120.921065043|32.633117913
56281|120.919668433|32.6320500223
56283|120.506874486|32.5281720128
56284|120.920050677|32.6398172631
3385|120.646452376|32.5183774826
6030|120.921788879|32.6333017759
10932|120.646713299|32.5169107868
10936|120.63310646|32.5668695072
10974|119.222338634|32.1805276033
19979|119.223003141|32.1818503174
20038|119.22472841|32.1844307277
20134|119.232615354|32.1850021609
20148|119.232760331|32.1824206472
20746|119.227493753|32.1811150291
31152|119.161883146|31.9770244427
31153|119.123261209|31.9593368792
31154|119.131351435|31.950638515
31155|119.262453302|31.914414815
31156|119.012100551|31.8217402003
56282|119.349849276|31.977228206
20166|119.176242317|31.7958044191
20168|119.166487134|31.8048826033
20170|119.212108555|31.7542738959
20171|119.203437489|31.7577507278
20172|119.189896642|31.7405402143
20173|119.199966479|31.7592352355
20175|119.255932046|33.7762552165
20176|120.937335403|31.5132619889
20177|118.673016288|33.7150753156
20178|118.759519227|33.6920968862
20179|118.722374508|33.7103709286
20180|118.558488146|33.7230678891
20181|118.780599253|33.7324830902
20182|120.023497077|32.3141756074
20183|119.48288278|32.3546074084
20184|119.480755734|32.3550074838
20185|120.110780737|33.3023418377
20186|119.930612252|33.2498265762
20848|119.932258798|33.2498275927
21713|120.114398088|33.1950621778
21724|120.119814387|33.1958453584
21735|119.718203594|33.5156415657
21749|119.723660546|33.5108461921
21759|119.705677611|33.5153621239
21774|119.714445958|33.5008815275
21784|119.751296116|33.4313925494
21804|119.419169394|31.4450133331
21815|118.821895228|31.8385643701
29260|118.824073651|31.8343044624
29263|118.824076474|31.8338244407
29265|118.543816117|31.814804309
29267|118.546053142|31.814134032
29269|118.812460955|31.7751555394
29271|118.810178072|31.948020504
32469|118.839850694|31.7721002248
37398|118.827428854|31.7759270646
38794|118.817851305|31.7694925919
38795|118.567831814|31.8305903733
38796|118.570724872|31.8301242275
38797|118.575877212|31.8218615449
38798|118.532159341|31.8121203292
38799|120.780356225|31.3186306679
38800|120.482029206|32.5649146518
38801|120.405554029|32.4209590824
38802|120.297184744|32.5067803258
38803|120.338357679|32.547750144
38804|120.431531816|32.4673346855
38805|120.494468761|32.5589139563
38806|119.133837116|32.2926809261
38807|119.484964232|32.8447960535
51916|119.453538041|32.3433668888
51917|120.244167985|32.8508926365
51918|120.244167985|32.8508926365
452|120.132675173|32.6453955861
453|120.116999663|32.6523306945
454|120.402967559|32.8663880337
455|120.201579187|32.7974058843
14046|120.221288523|32.8565269352
14047|120.243973532|32.8523344697
14048|120.784286949|32.6754270292
14049|119.498525806|32.8015442298
14050|119.496750062|32.8014231853
14052|119.304172793|32.6304664446
14053|119.52323452|32.7800513277
14124|119.583807751|32.7233079864
14152|119.523227034|32.7800499912
19989|121.088315485|31.4948434608
20480|121.047160762|31.4794503899
20500|118.983439298|33.0161943744
20514|119.740826464|31.4885258431
20524|119.740503038|31.487945476
20535|119.741057046|31.4874276072
20557|119.743460097|31.4857108428
21123|120.160469218|33.3807834876
21125|119.965060311|33.7778999068
21126|119.261100832|33.7667914133
21127|119.988054659|33.7869649654
21227|119.271053697|33.7621783749
53699|119.997254725|33.7794174354
6029|119.988882135|33.7868975645
10882|119.661982806|31.5598282215
11061|119.789362488|31.2237748197
17192|119.920791153|31.4241089503
20006|119.798089011|34.0000998811
20437|120.242384766|33.5592175204
20600|119.037362227|32.9697610273
21112|119.948884369|31.8620672381
21113|119.960245817|31.8685077789
21114|119.95916124|31.8678026559
21228|119.943529361|31.8606776125
21229|119.945054123|31.8627293237
21230|119.930148601|31.8483069256
21231|119.929299683|31.8464906355
21232|119.428802185|31.4600219551
25416|119.447282372|31.4570028624
25477|119.436146877|31.4523187872
31765|119.434232494|31.4524487956
31766|119.433677281|31.4660791764
31767|119.484491854|31.4497963469
32468|119.526345777|31.4785742278
32695|119.526709791|31.47736397
32696|119.533627026|31.5011465125
32697|119.31127051|31.5469407777
32698|119.339177804|31.5826837877
32699|119.331951218|31.5538038078
32700|119.318152892|31.5524083159
32701|119.318752887|31.5538630075
37375|119.323691239|31.5460456496
37377|119.316180475|31.5666653571
37378|119.410587018|31.5010976058
37379|119.325903793|31.5460815154
37380|119.319924792|31.5452810942
37381|119.487969104|31.3019478175
37382|119.42384564|31.4789727365
37383|118.996384254|32.131115144
37384|119.083797662|32.2210873006
37385|119.088543212|32.2235052295
37386|119.079372586|32.2161041682
37388|119.018607217|32.1500103139
37389|120.245893012|32.0024918718
37390|116.637957275|34.6965515692
37391|116.635525276|34.6964826114
37392|116.617558369|34.682317989
37393|116.619038432|34.6803713534
37394|116.620113146|34.6867673309
37395|116.675298086|34.6570408439
37396|116.909529214|34.8739728181
37397|116.939248992|34.7659592755
38759|116.624020846|34.7164831102
38760|116.630664164|34.7166176481
38761|116.624019489|34.7165396757
38762|116.617710097|34.7311455807
38763|116.560872533|34.7196508775
50326|116.560916613|34.7206111633
6942|116.562831397|34.7193458727
20408|116.564163399|34.7193562957
20436|116.56550607|34.7193476039
20451|116.56550607|34.7193476039
20466|119.814322642|33.9664092193
20480|119.833665487|34.0436638543
20514|119.836857846|34.022636778
20555|119.834986462|34.0222260008
20974|119.843417261|34.0472602807
21158|116.887694665|34.6489685161
21161|118.96726907|33.0442031899
21163|118.967269888|33.0424871292
21166|118.971262441|33.0441988246
21171|120.894331881|32.0549229383
21174|120.894314309|32.0553489113
21177|120.897343647|32.0536775972
21180|120.770183268|32.1009299229
21185|120.764954429|32.0896453952
21188|120.768610193|32.0801528954
21454|120.768610193|32.0801528954
21632|120.811340211|32.0756889959
21641|120.809285006|32.078557167
21645|120.809285006|32.078557167
21648|120.894314309|32.0553489113
21653|120.811340211|32.0756889959
21659|120.768610193|32.0801528954
21663|120.894331881|32.0549229383
21670|120.764954429|32.0896453952
21681|120.894331881|32.0549229383
21700|121.034298412|31.8417350109
25482|120.90660573|32.0818149851
33895|120.894331881|32.0549229383
33896|120.83129805|31.0801154803
33897|120.833862321|31.0789085161
33898|120.833862321|31.0789085161
33899|120.78008633|31.0776975318
33900|120.883114776|31.0154933744
33901|120.882938599|31.0176304737
33902|120.376270668|30.9371711551
